subject,treated,JapanPos,JapanWarm,JapanAdmire,JapanRespect,ChinaPos,ChinaWarm,ChinaAdmire,ChinaRespect,PosDiff,WarmDiff,AdmireDiff,RespectDiff,JapanID_avg,ChinaID_avg,ID_diff_avg,age,gender,jpfriend,MediaInd,freetrade,school_major,PrejControl
201,TRUE,3,3,3,3,5,6,5,5,2,3,2,2,4.300000190734863,5.9666668176651,1.6666666269302368,22,0,0,4,1,4,4.352941036224365
202,TRUE,2,2,2,3,7,7,7,7,5,5,5,4,4.199999809265137,6.133333086967468,1.9333332777023315,25,1,0,5,1,3,3.411764621734619
203,TRUE,5,4,4,4,5,6,6,6,0,2,2,2,3.5333333015441895,4.099999964237213,0.5666666626930237,24,0,0,4,1,3,4.352941036224365
204,TRUE,2,3,2,3,3,4,4,4,1,1,2,1,3.633333444595337,3.700000114738941,0.06666667014360428,25,1,0,5,1,2,5.058823585510254
205,TRUE,6,5,5,4,5,7,5,4,-1,2,0,0,3.566666603088379,3.9333332777023315,0.36666667461395264,23,0,1,4,1,4,3.7058823108673096
206,TRUE,5,5,5,4,6,5,6,5,1,0,1,1,3.5333333015441895,3.899999976158142,0.36666667461395264,20,0,1,5,0,1,2.8235294818878174
207,TRUE,5,4,5,5,6,5,5,6,1,1,0,1,3.366666555404663,3.5333332270383835,0.1666666716337204,25,0,1,3,1,2,4.470588207244873
208,TRUE,5,6,5,5,3,3,3,3,-2,-3,-2,-2,3.366666555404663,2.566666543483734,-0.800000011920929,25,1,0,5,1,3,4.235294342041016
209,TRUE,5,3,5,5,6,6,5,4,1,3,0,-1,3.2666666507720947,2.933333307504654,-0.3333333432674408,22,0,1,4,1,2,4.411764621734619
210,TRUE,5,3,3,4,6,6,5,5,1,3,2,1,4.0333333015441895,4.833333313465118,0.800000011920929,25,0,0,4,1,3,3.941176414489746
211,TRUE,6,5,6,5,3,3,5,5,-3,-2,-1,0,3.299999952316284,3.7333332896232605,0.4333333373069763,30,0,0,4,1,3,3.882352828979492
212,TRUE,2,2,1,3,5,5,5,5,3,3,4,2,3.9666666984558105,4.600000023841858,0.6333333253860474,21,0,0,5,0,2,4.470588207244873
213,TRUE,3,4,3,4,5,6,5,5,2,2,2,1,4.133333206176758,5.599999904632568,1.4666666984558105,20,0,0,5,1,4,4.176470756530762
214,TRUE,5,4,6,6,4,4,3,4,-1,0,-3,-2,3.566666603088379,3.633333273231983,0.06666667014360428,21,0,1,5,1,2,3.941176414489746
215,TRUE,5,3,3,6,2,2,3,2,-3,-1,0,-4,4.066666603088379,4.633333265781403,0.5666666626930237,23,1,0,3,1,1,4.588235378265381
216,TRUE,3,3,4,4,3,5,4,4,0,2,0,0,3.5333333015441895,3.7333333045244217,0.20000000298023224,18,0,0,5,0,2,5.058823585510254
217,TRUE,5,5,5,4,5,4,4,4,0,-1,-1,0,3.633333444595337,3.933333456516266,0.30000001192092896,22,1,1,5,1,1,3.2941176891326904
218,TRUE,6,5,5,4,5,6,6,5,-1,1,1,1,3.633333444595337,4.433333456516266,0.800000011920929,24,1,0,3,1,3,4.235294342041016
219,TRUE,6,5,5,5,5,6,6,6,-1,1,1,1,3.3333332538604736,3.9333332777023315,0.6000000238418579,26,1,0,4,3,2,4.058823585510254
220,TRUE,6,4,4,4,5,6,4,5,-1,2,0,1,3.4666666984558105,4.000000059604645,0.5333333611488342,26,1,0,5,1,3,4.117647171020508
221,TRUE,2,1,1,5,5,6,2,2,3,5,1,-3,3.700000047683716,3.333333373069763,-0.36666667461395264,21,1,0,4,1,3,3.588235378265381
222,TRUE,4,3,6,5,5,5,6,6,1,2,0,1,3.0999999046325684,3.499999910593033,0.4000000059604645,24,1,1,5,1,1,4.882352828979492
223,TRUE,6,5,5,4,6,5,6,7,0,0,1,3,3.299999952316284,3.899999976158142,0.6000000238418579,24,0,1,4,1,2,3.2352941036224365
224,TRUE,5,4,5,4,6,5,5,6,1,1,0,2,2.9666666984558105,2.833333358168602,-0.13333334028720856,19,0,1,5,1,2,4.235294342041016
225,TRUE,5,5,4,5,6,6,6,6,1,1,2,1,3.133333444595337,3.666666805744171,0.5333333611488342,23,0,1,5,1,3,4.529411792755127
226,TRUE,4,5,3,4,4,4,5,5,0,-1,2,1,3.5333333015441895,3.6333333030343056,0.10000000149011612,19,1,0,4,3,3,3
227,TRUE,6,5,5,5,5,6,7,7,-1,1,2,2,3.4000000953674316,4.300000071525574,0.8999999761581421,23,1,1,5,1,1,3.470588207244873
228,TRUE,3,3,5,3,5,6,5,4,2,3,0,1,3.9666666984558105,4.633333384990692,0.6666666865348816,28,1,0,3,1,2,4
229,TRUE,5,6,5,6,3,3,4,4,-2,-3,-1,-2,3.5,3.233333319425583,-0.2666666805744171,19,0,0,5,0,3,4
230,TRUE,3,5,4,4,4,6,4,4,1,1,0,0,3.5333333015441895,4.066666662693024,0.5333333611488342,19,1,0,5,1,2,4.235294342041016
231,TRUE,5,5,5,5,6,6,6,6,1,1,1,1,3.3333332538604736,4.133333265781403,0.800000011920929,18,0,0,5,1,2,4.352941036224365
232,TRUE,3,5,5,5,6,6,6,5,3,1,1,0,3.4000000953674316,3.833333432674408,0.4333333373069763,28,0,1,5,1,2,4.294117450714111
233,TRUE,5,3,6,5,6,5,5,5,1,2,-1,0,4.199999809265137,4.933333158493042,0.7333333492279053,21,0,1,3,1,1,4.176470756530762
234,TRUE,5,5,3,4,7,6,6,7,2,1,3,3,4.333333492279053,5.333333492279053,1,21,1,1,5,1,NA,3.7058823108673096
235,TRUE,5,5,5,4,5,5,4,4,0,0,-1,0,3.0333333015441895,2.9333333000540733,-0.10000000149011612,20,0,1,4,1,3,3.411764621734619
236,TRUE,3,3,4,4,6,3,4,4,3,0,0,0,4,4.933333337306976,0.9333333373069763,18,0,0,4,1,4,4.352941036224365
237,TRUE,5,2,3,3,5,6,4,6,0,4,1,3,3.799999952316284,4.399999976158142,0.6000000238418579,19,0,1,3,1,3,3.411764621734619
238,TRUE,5,5,6,5,6,7,6,6,1,2,0,1,3.5999999046325684,4.8999998569488525,1.2999999523162842,19,0,0,4,1,3,4.705882549285889
239,TRUE,5,4,4,5,6,5,6,6,1,1,2,1,4,4.933333337306976,0.9333333373069763,22,1,0,3,1,3,4.588235378265381
240,TRUE,5,5,5,5,5,5,5,5,0,0,0,0,3.866666555404663,4.533333241939545,0.6666666865348816,25,1,0,3,1,1,3.7058823108673096
241,TRUE,5,5,5,5,5,5,5,5,0,0,0,0,3.566666603088379,3.833333283662796,0.2666666805744171,23,1,1,4,1,2,3.882352828979492
242,TRUE,5,3,5,5,5,3,5,5,0,0,0,0,3.433333396911621,4.033333420753479,0.6000000238418579,25,1,0,4,1,2,3.2352941036224365
243,TRUE,6,6,7,5,3,4,3,3,-3,-2,-4,-2,3.299999952316284,3.23333328217268,-0.06666667014360428,26,1,1,3,1,3,3.3529412746429443
244,TRUE,4,4,4,4,4,4,4,4,0,0,0,0,3.4000000953674316,3.1000000834465027,-0.30000001192092896,24,0,1,3,1,2,5.176470756530762
245,TRUE,2,2,1,1,7,7,6,5,5,5,5,4,5.166666507720947,7.833333253860474,2.6666667461395264,22,0,1,5,0,1,3
246,TRUE,5,3,5,5,5,6,5,4,0,3,0,-1,3.5,4.133333325386047,0.6333333253860474,23,0,0,4,1,2,3.7647058963775635
247,TRUE,4,3,4,4,5,5,4,4,1,2,0,0,3.5,3.399999998509884,-0.10000000149011612,25,0,0,5,1,2,5.352941036224365
248,TRUE,6,5,3,3,5,5,6,6,-1,0,3,3,4.366666793823242,5.900000095367432,1.5333333015441895,18,0,0,2,3,2,4.588235378265381
249,TRUE,5,6,5,5,6,6,5,5,1,0,0,0,3.4666666984558105,3.7333333790302277,0.2666666805744171,20,1,0,5,1,1,2.470588207244873
250,TRUE,5,4,4,4,5,4,4,4,0,0,0,0,3.7666666507720947,4.199999988079071,0.4333333373069763,23,1,1,3,1,4,3.7647058963775635
251,TRUE,2,2,2,2,6,6,6,6,4,4,4,4,4.733333110809326,6.433333158493042,1.7000000476837158,19,1,0,5,1,3,3.2352941036224365
252,TRUE,3,3,5,4,4,5,3,4,1,2,-2,0,3.5999999046325684,3.566666569560766,-0.03333333507180214,19,1,0,5,1,3,4.470588207244873
253,TRUE,5,3,6,6,2,3,4,5,-3,0,-2,-1,3.066666603088379,2.9333332628011703,-0.13333334028720856,17,1,0,3,1,3,4.294117450714111
254,TRUE,6,6,7,5,3,4,3,4,-3,-2,-4,-1,3.4000000953674316,3.566666767001152,0.1666666716337204,21,1,0,5,1,3,4.117647171020508
255,TRUE,6,3,2,2,6,6,6,6,0,3,4,4,4.0333333015441895,4.833333313465118,0.800000011920929,26,1,0,4,1,3,4.058823585510254
256,TRUE,5,4,4,4,6,6,5,6,1,2,1,2,3.633333444595337,4.700000166893005,1.0666667222976685,18,1,1,5,1,3,4.294117450714111
257,TRUE,3,3,5,5,6,6,5,5,3,3,0,0,3.7666666507720947,4.399999976158142,0.6333333253860474,18,1,0,4,0,2,4.294117450714111
258,TRUE,3,3,3,3,3,3,3,3,0,0,0,0,3.799999952316284,4.133333295583725,0.3333333432674408,19,1,0,4,1,4,4.764705657958984
259,TRUE,5,5,5,4,3,3,3,4,-2,-2,-2,0,3.299999952316284,2.9333332777023315,-0.36666667461395264,25,1,1,4,1,3,4.117647171020508
260,TRUE,5,4,5,4,4,3,3,4,-1,-1,-2,0,3.2333333492279053,2.966666668653488,-0.2666666805744171,21,1,1,4,1,3,3
301,FALSE,4,3,4,5,5,5,5,4,1,2,1,-1,3.700000047683716,4.133333384990692,0.4333333373069763,21,0,0,4,1,1,4.647058963775635
302,FALSE,3,2,2,4,5,3,4,5,2,1,2,1,4.300000190734863,5.766666889190674,1.4666666984558105,21,0,0,5,1,4,4.588235378265381
303,FALSE,4,4,4,4,4,4,4,4,0,0,0,0,3.299999952316284,2.833333283662796,-0.46666666865348816,26,0,0,4,0,2,4.764705657958984
304,FALSE,6,5,5,2,6,6,5,6,0,1,0,4,4.133333206176758,4.833333194255829,0.699999988079071,24,1,0,4,1,3,4.176470756530762
305,FALSE,3,4,5,5,2,3,3,3,-1,-1,-2,-2,3.5333333015441895,3.4999999664723873,-0.03333333507180214,20,0,0,5,1,NA,4.470588207244873
306,FALSE,5,7,6,5,6,7,7,7,1,0,1,2,3.433333396911621,4.2666667103767395,0.8333333134651184,24,1,1,4,1,3,3.588235378265381
307,FALSE,1,2,1,2,6,6,6,6,5,4,5,4,4.599999904632568,6.666666507720947,2.066666603088379,21,0,0,5,1,3,4.294117450714111
308,FALSE,3,3,3,2,5,6,3,3,2,3,0,1,3.9000000953674316,4.666666746139526,0.7666666507720947,24,0,0,4,1,3,3.3529412746429443
309,FALSE,6,5,4,5,5,5,5,6,-1,0,1,1,3.2333333492279053,3.133333347737789,-0.10000000149011612,24,1,0,4,0,3,3.882352828979492
310,FALSE,6,3,3,4,3,5,2,3,-3,2,-1,-1,3.7333333492279053,3.7666666842997074,0.03333333507180214,22,0,0,5,3,2,4.235294342041016
311,FALSE,5,4,5,4,6,5,5,1,1,1,0,-3,3.5333333015441895,4.2333332896232605,0.699999988079071,25,1,0,5,1,2,5.647058963775635
312,FALSE,3,4,3,4,6,5,5,4,3,1,2,0,4.133333206176758,5.099999845027924,0.9666666388511658,23,0,0,4,1,3,4.176470756530762
313,FALSE,3,3,3,3,6,5,5,5,3,2,2,2,3.9666666984558105,5.200000047683716,1.2333333492279053,21,0,0,4,1,4,4.058823585510254
314,FALSE,3,5,3,5,5,6,6,6,2,1,3,1,3.5999999046325684,4.766666531562805,1.1666666269302368,24,0,0,4,1,2,4.294117450714111
315,FALSE,5,5,5,5,5,6,6,6,0,1,1,1,3.633333444595337,4.200000107288361,0.5666666626930237,24,1,1,4,1,4,3.529411792755127
316,FALSE,5,2,1,1,7,7,7,7,2,5,6,6,4.800000190734863,7.366666793823242,2.566666603088379,24,1,1,4,1,3,3.6470587253570557
317,FALSE,6,6,2,4,3,2,4,3,-3,-4,2,-1,4.366666793823242,5.166666805744171,0.800000011920929,25,1,0,5,1,3,4.411764621734619
318,FALSE,4,2,1,2,5,5,2,6,1,3,1,4,4.366666793823242,5.866666793823242,1.5,23,1,0,5,0,3,4.235294342041016
319,FALSE,2,2,2,3,5,6,5,5,3,4,3,2,4.0333333015441895,4.866666615009308,0.8333333134651184,25,0,1,5,1,3,3.411764621734619
320,FALSE,2,2,2,3,5,6,5,5,3,4,3,2,4.0333333015441895,4.866666615009308,0.8333333134651184,22,1,1,5,1,1,3.529411792755127
321,FALSE,4,4,4,5,5,5,5,5,1,1,1,0,3.366666555404663,3.133333221077919,-0.23333333432674408,21,0,1,5,0,1,4.823529243469238
322,FALSE,5,5,5,5,6,6,6,6,1,1,1,1,3.366666555404663,3.333333220332861,-0.03333333507180214,20,0,1,4,1,2,3.7647058963775635
323,FALSE,5,5,4,4,6,5,6,6,1,0,2,2,3.5999999046325684,4.433333218097687,0.8333333134651184,20,0,0,5,1,3,4.764705657958984
324,FALSE,6,5,3,4,6,5,4,5,0,0,1,1,3.8333332538604736,4.233333259820938,0.4000000059604645,19,0,0,2,3,2,3.588235378265381
325,FALSE,5,5,4,4,5,5,5,4,0,0,1,0,3.5333333015441895,4.5333333015441895,1,24,1,0,5,1,3,4.058823585510254
326,FALSE,3,2,3,1,7,7,7,7,4,5,4,6,4.900000095367432,7.333333492279053,2.433333396911621,19,1,1,1,1,3,4.058823585510254
327,FALSE,5,2,2,3,6,6,5,5,1,4,3,2,4.333333492279053,5.6000001430511475,1.2666666507720947,24,1,0,4,1,4,4.882352828979492
328,FALSE,4,3,4,4,4,4,4,4,0,1,0,0,4.833333492279053,6.5333335399627686,1.7000000476837158,24,1,0,4,1,1,3.3529412746429443
329,FALSE,4,4,3,4,5,5,4,5,1,1,1,1,3.5333333015441895,3.899999976158142,0.36666667461395264,23,0,0,4,1,2,4.705882549285889
330,FALSE,5,5,5,5,5,5,4,4,0,0,-1,-1,3.2333333492279053,3.000000014901161,-0.23333333432674408,19,0,1,5,0,3,3.2941176891326904
331,FALSE,3,3,3,3,6,6,6,6,3,3,3,3,4.166666507720947,5.333333134651184,1.1666666269302368,23,0,0,4,1,2,4.352941036224365
332,FALSE,6,6,1,3,5,5,4,4,-1,-1,3,1,3.866666555404663,3.966666556894779,0.10000000149011612,26,0,0,5,1,4,4
333,FALSE,2,2,3,3,7,7,7,6,5,5,4,3,4,5.700000047683716,1.7000000476837158,20,0,1,5,1,4,4.352941036224365
334,FALSE,4,3,3,3,3,5,4,5,-1,2,1,2,4,4.966666638851166,0.9666666388511658,40,0,0,5,3,2,4.176470756530762
335,FALSE,5,3,3,4,7,7,7,7,2,4,4,3,3.9000000953674316,5.300000071525574,1.399999976158142,21,0,1,5,1,1,5.294117450714111
336,FALSE,5,3,4,5,5,6,5,5,0,3,1,0,3.1666667461395264,3.3666667491197586,0.20000000298023224,20,1,0,5,1,1,3.529411792755127
337,FALSE,3,3,3,3,5,4,4,5,2,1,1,2,3.9000000953674316,5.1000001430511475,1.2000000476837158,22,0,0,4,1,1,4.941176414489746
338,FALSE,6,5,6,6,4,4,4,4,-2,-1,-2,-2,2.866666555404663,2.066666543483734,-0.800000011920929,22,0,1,5,1,3,4.705882549285889
339,FALSE,4,3,3,4,6,5,6,5,2,2,3,1,3.5333333015441895,3.9666666388511658,0.4333333373069763,22,1,0,5,1,3,4.176470756530762
340,FALSE,6,5,5,3,5,4,5,5,-1,-1,0,2,3.3333332538604736,3.499999925494194,0.1666666716337204,25,1,1,4,1,1,3.941176414489746
341,FALSE,2,3,2,2,5,5,5,6,3,2,3,4,3.566666603088379,4.2333332896232605,0.6666666865348816,22,1,0,5,0,3,4.058823585510254
342,FALSE,3,3,5,6,6,5,5,5,3,2,0,-1,3.799999952316284,5.333333253860474,1.5333333015441895,20,1,1,3,1,3,4.058823585510254
343,FALSE,3,3,3,5,4,5,3,3,1,2,0,-2,3.633333444595337,3.833333447575569,0.20000000298023224,21,1,1,5,1,3,3.117647171020508
344,FALSE,2,2,2,1,5,5,4,4,3,3,2,3,4.400000095367432,5.200000107288361,0.800000011920929,24,1,1,5,1,3,4.058823585510254
345,FALSE,3,4,3,4,3,3,4,4,0,-1,1,0,4.566666603088379,5.666666626930237,1.100000023841858,21,1,1,4,1,3,4
346,FALSE,6,6,6,5,6,6,5,6,0,0,-1,1,3.066666603088379,2.5999999344348907,-0.46666666865348816,18,0,0,5,0,1,4.882352828979492
347,FALSE,3,4,5,4,6,6,3,5,3,2,-2,1,4.133333206176758,5.566666483879089,1.4333332777023315,18,1,1,2,1,3,3.7058823108673096
348,FALSE,4,4,4,4,6,5,5,5,2,1,1,1,3.8333332538604736,4.833333253860474,1,18,0,1,4,1,3,4.176470756530762
349,FALSE,5,4,5,4,5,5,5,5,0,1,0,1,3.1666667461395264,3.033333405852318,-0.13333334028720856,19,0,0,4,1,2,4.529411792755127
350,FALSE,2,3,3,3,6,4,6,6,4,1,3,3,4,5.366666674613953,1.3666666746139526,18,1,0,5,1,2,3.8235294818878174
351,FALSE,3,3,2,2,6,6,6,6,3,3,4,4,3.433333396911621,3.9000000655651093,0.46666666865348816,20,1,1,4,1,1,3.2352941036224365
352,FALSE,3,5,3,3,3,5,4,4,0,0,1,1,4.333333492279053,5.133333504199982,0.800000011920929,24,1,0,4,1,3,4.529411792755127
353,FALSE,4,4,4,4,5,5,5,5,1,1,1,1,3.7666666507720947,4.7333332896232605,0.9666666388511658,23,0,1,4,1,3,4.176470756530762
354,FALSE,1,2,3,4,7,7,7,6,6,5,4,2,4.266666889190674,5.5333335399627686,1.2666666507720947,21,1,0,5,1,3,3.058823585510254
355,FALSE,6,5,4,4,5,3,3,4,-1,-2,-1,0,3.2666666507720947,3.533333331346512,0.2666666805744171,19,1,0,5,1,1,3.470588207244873
356,FALSE,3,2,3,4,5,6,2,5,2,4,-1,1,3.8333332538604736,4.533333241939545,0.699999988079071,20,0,0,2,1,3,4.588235378265381
357,FALSE,3,4,3,3,7,6,5,6,4,2,2,3,4.199999809265137,5.633333086967468,1.4333332777023315,18,1,0,2,1,3,3.941176414489746
358,FALSE,5,4,5,4,5,4,4,3,0,0,-1,-1,3.7333333492279053,4.13333335518837,0.4000000059604645,19,1,0,4,1,3,3.6470587253570557
359,FALSE,5,4,4,4,6,5,5,6,1,1,1,2,4.099999904632568,5.033333241939545,0.9333333373069763,19,1,0,4,1,3,4.470588207244873
360,FALSE,5,5,3,4,2,3,3,3,-3,-2,0,-1,4.433333396911621,5.166666746139526,0.7333333492279053,25,0,0,5,1,1,4.705882549285889
